lastName,firstName,positionCode,shootsCatches,heightInInches,weightInPounds,lastAmateurClub,lastAmateurLeague,birthDate,birthCity,birthStateProvince,birthCountry,midtermRank,finalRank,meta_datetime
Martino,Giacomo,LW,L,71,185,SIOUX CITY,USHL,2005-04-29,Toronto,ON,CAN,218,201,2025-02-23T15:00:45.992616
O'Malley,Brady,D,L,74,190,GREEN BAY,USHL,2005-01-26,Ann Arbor,MI,USA,,202,2025-02-23T15:00:45.992616
Mayo,Hunter,D,R,73,202,SWIFT CURRENT,WHL,2004-05-07,Saskatoon,SK,CAN,,203,2025-02-23T15:00:45.992616
Fitzgerald,Kevin,D,L,72,179,UCONN,H-EAST,2004-10-11,Bath,ON,CAN,145,204,2025-02-23T15:00:45.992616
Miller,Cole,RW,R,76,187,EDMONTON,WHL,2005-02-04,Edmonton,AB,CAN,179,205,2025-02-23T15:00:45.992616
Thornton,Hudson,D,L,71,189,,,2003-11-04,Winnipeg,MB,CAN,,206,2025-02-23T15:00:45.992616
St. Louis,Lucas,D,L,70,175,HARVARD,ECAC,2005-03-30,Burlington,VT,USA,166,207,2025-02-23T15:00:45.992616
Roy,Pier-Olivier,D,L,70,175,RIMOUSKI,QMJHL,2004-03-05,Adstock,QC,CAN,,208,2025-02-23T15:00:45.992616
Moore,Lucas,D,R,70,194,BRANTFORD,OHL,2005-06-07,Peterborough,ON,CAN,207,209,2025-02-23T15:00:45.992616
Watterodt,Vaughn,RW,L,71,190,,,2004-02-13,Wetaskiwin,AB,CAN,,210,2025-02-23T15:00:45.992616
MacPherson,Ryan,C,L,72,179,Leamington,GOJHL,2005-03-02,Windsor,ON,CAN,223,211,2025-02-23T15:00:45.992616
Wolfenberg,Nicholas,D,R,73,208,CORNELL,ECAC,2004-06-11,Calgary,AB,CAN,193,212,2025-02-23T15:00:45.992616
Harris,Sam,LW,L,71,180,Sioux Falls,USHL,2003-10-14,Carlsbad,CA,USA,131,213,2025-02-23T15:00:45.992616
Mangone,Calem,RW,R,68,164,SAGINAW,OHL,2004-11-04,Sault Ste. Marie,ON,CAN,176,214,2025-02-23T15:00:45.992616
Tulk,Oliver,C,R,68,174,CALGARY,WHL,2005-01-19,Gibsons,BC,CAN,201,215,2025-02-23T15:00:45.992616
Christenson,Cade,D,L,75,185,PENN STATE,BIG10,2004-11-02,Edmonton,AB,CAN,198,216,2025-02-23T15:00:45.992616
Hanson,Ty,D,R,69,182,MINNESOTA-DULUTH,NCHC,2005-04-21,Hermantown,MN,USA,221,217,2025-02-23T15:00:45.992616
Montgomery,Blake,LW,L,76,187,Lincoln,USHL,2005-05-04,Bowie,MD,USA,209,218,2025-02-23T15:00:45.992616
Constance,Seth,D,R,74,185,NORTHEASTERN,H-EAST,2004-10-26,Millstadt,IL,USA,213,219,2025-02-23T15:00:45.992616
Szturc,Gabriel,C,L,71,186,SYRACUSE,AHL,2003-09-24,Cesky Tesin,,CZE,181,220,2025-02-23T15:00:45.992616
Lavigne,Mael,C,L,76,181,RIMOUSKI,QMJHL,2005-02-11,Qu̩bec,QC,CAN,187,221,2025-02-23T15:00:45.992616
Cerrato,Charlie,C,L,72,190,PENN STATE,BIG10,2005-03-10,Great Falls,VA,USA,165,222,2025-02-23T15:00:45.992616
Thorpe,Tyler,RW,R,76,209,Vancouver,WHL,2005-08-11,Richmond,BC,CAN,,223,2025-02-23T15:00:45.992616
Chalyi,Gennadii,D,R,70,215,SIOUX FALLS,USHL,2005-08-22,Salekhard,,RUS,161,224,2025-02-23T15:00:45.992616
Burchill,Michael,RW,R,70,163,DES MOINES,USHL,2005-04-29,Elk Grove,IL,USA,120,,2025-02-23T15:00:45.992616
Patterson,Luke,C,L,73,194,CAPE BRETON,QMJHL,2005-06-27,Moncton,NB,CAN,124,,2025-02-23T15:00:45.992616
Sima,Nicholas,RW,R,75,195,SAGINAW,OHL,2005-03-31,Mississauga,ON,CAN,133,,2025-02-23T15:00:45.992616
Siepmann,Grayden,D,R,70,185,SASKATOON,WHL,2004-05-26,Windsor,ON,CAN,138,,2025-02-23T15:00:45.992616
Bulans,Peteris,D,L,72,190,CHICOUTIMI,QMJHL,2005-03-08,Jurmala,,LVA,139,,2025-02-23T15:00:45.992616
Beaudry,Marc-Olivier,D,L,72,188,DRUMMONDVILLE,QMJHL,2005-07-06,Longueil,QC,CAN,140,,2025-02-23T15:00:45.992616
Schiller,Joe,D,L,71,189,NORTHERN MICHIGAN,CCHA,2004-09-23,Detroit Lakes,MN,USA,148,,2025-02-23T15:00:45.992616
Hong,James,C,L,69,168,OHIO STATE,BIG10,2004-11-22,Seoul,,KOR,163,,2025-02-23T15:00:45.992616
Rybakov,Alexander,D,L,75,213,SIOUX FALLS,USHL,2005-01-14,Chelyabinsk,,RUS,164,,2025-02-23T15:00:45.992616
Barlas,Christopher,C,L,69,182,OTTAWA,OHL,2005-01-10,Ottawa,ON,CAN,171,,2025-02-23T15:00:45.992616
Semeniuk,Ethan,C,R,72,188,MOOSE JAW,WHL,2005-04-21,Fort St. John,BC,CAN,173,,2025-02-23T15:00:45.992616
Beaulac,Alexis,D,R,76,203,FORT MCMURRAY,AJHL,2004-12-13,Becancour,QC,CAN,175,,2025-02-23T15:00:45.992616
Davis,Nathaniel,D,R,72,180,,,2004-11-15,Toronto,ON,CAN,177,,2025-02-23T15:00:45.992616
Eke,Cameron,D,L,74,185,COLLINGWOOD,OJHL,2005-04-23,St. Catharines,ON,CAN,178,,2025-02-23T15:00:45.992616
Odyniec,Joseph,RW,R,73,200,COQUITLAM,BCHL,2004-12-13,Washington,DC,USA,185,,2025-02-23T15:00:45.992616
Daigle,Xavier,D,L,72,181,CAPE BRETON,QMJHL,2005-03-11,Levis,QC,CAN,186,,2025-02-23T15:00:45.992616
Mignosa,Marco,RW,R,71,172,SAULT STE. MARIE,OHL,2005-04-13,Toronto,ON,CAN,191,,2025-02-23T15:00:45.992616
Lacroix,Andrew,C,L,72,178,BROOKS,BCHL,2005-04-25,Livingston,NJ,USA,200,,2025-02-23T15:00:45.992616
Sloan,Jake,C,R,75,216,TRI-CITY,WHL,2004-02-13,Girvan,,GBR,203,,2025-02-23T15:00:45.992616
Tobey,Nathan,D,R,72,172,OKOTOKS,BCHL,2005-01-02,Yuma,AZ,USA,206,,2025-02-23T15:00:45.992616
Ride,Bronson,D,L,79,215,NORTH BAY,OHL,2005-01-14,Oakville,ON,CAN,210,,2025-02-23T15:00:45.992616
Forgione,Peter,D,L,74,215,SAGINAW,OHL,2004-11-12,South Burlington,VT,USA,214,,2025-02-23T15:00:45.992616
Kennedy,Wyatt,D,R,77,207,WINDSOR,OHL,2005-05-27,Ottawa,ON,CAN,216,,2025-02-23T15:00:45.992616
Lodewyk,Harrison,C,L,70,198,PRINCE ALBERT,WHL,2005-03-01,Red Deer,AB,CAN,217,,2025-02-23T15:00:45.992616
Zhugin,Valentin,LW,L,70,185,MAGNITOGORSK,RUSSIA,2004-12-13,Magnitogorsk,,RUS,219,,2025-02-23T15:00:45.992616
Zidlicky,Adam,LW,L,72,170,BRAMPTON,OHL,2005-01-28,Prague,,CZE,220,,2025-02-23T15:00:45.992616
Martin,Mitchell,LW,L,75,208,,,2003-01-06,Sudbury,ON,CAN,925,,2025-02-23T15:00:45.992616
Gunderson,Landen,C,R,73,185,SIOUX CITY,USHL,2004-11-28,Plymouth,MN,USA,926,,2025-02-23T15:00:45.992616
Yakupov,Nail,RW,L,71,194,Sarnia,OHL,1993-10-06,Nizhnekamsk,,RUS,1,1,2025-02-23T15:00:45.996829
Murray,Ryan,D,L,72,198,Everett,WHL,1993-09-27,Regina,SK,CAN,3,2,2025-02-23T15:00:45.996829
Grigorenko,Mikhail,C,L,76,209,Quebec,QMJHL,1994-05-16,Khabarovsk,,RUS,2,3,2025-02-23T15:00:45.996829
Galchenyuk,Alex,C,L,73,197,Sarnia,OHL,1994-02-12,Milwaukee,WI,USA,,4,2025-02-23T15:00:45.996829
Rielly,Morgan,D,L,72,205,Moose Jaw,WHL,1994-03-09,Vancouver,BC,CAN,5,5,2025-02-23T15:00:45.996829
Ceci,Cody,D,R,74,205,Ottawa,OHL,1993-12-21,Ottawa,ON,CAN,16,6,2025-02-23T15:00:45.996829
Faksa,Radek,C,L,75,212,Kitchener,OHL,1994-01-09,Vitkov,,CZE,4,7,2025-02-23T15:00:45.996829
Maatta,Olli,D,L,74,204,London,OHL,1994-08-22,Jyvaskyla,,FIN,6,8,2025-02-23T15:00:45.996829
Trouba,Jacob,D,R,74,187,USA U-18,USHL,1994-02-26,Rochester,MI,USA,9,9,2025-02-23T15:00:45.996829
Reinhart,Griffin,D,L,75,212,Edmonton,WHL,1994-01-24,North Vancouver,BC,CAN,8,10,2025-02-23T15:00:45.996829
Dumba,Mathew,D,R,72,186,Red Deer,WHL,1994-07-25,Regina,SK,CAN,7,11,2025-02-23T15:00:45.996829
Pouliot,Derrick,D,L,72,194,Portland,WHL,1994-01-16,Estevan,SK,CAN,10,12,2025-02-23T15:00:45.996829
Gaunce,Brendan,C,L,74,218,Belleville,OHL,1994-03-25,Sudbury,ON,CAN,11,13,2025-02-23T15:00:45.996829
Sissons,Colton,C,R,73,192,Kelowna,WHL,1993-11-05,North Vancouver,BC,CAN,14,14,2025-02-23T15:00:45.996829
Wilson,Thomas,RW,R,76,205,Plymouth,OHL,1994-03-29,Toronto,ON,CAN,33,15,2025-02-23T15:00:45.996829
Finn,Matthew,D,L,72,205,Guelph,OHL,1994-02-24,Toronto,ON,CAN,15,16,2025-02-23T15:00:45.996829
Matteau,Stefan,C,L,74,215,USA U-18,USHL,1994-02-23,Chicago,IL,USA,13,17,2025-02-23T15:00:45.996829
Girgensons,Zemgus,C,L,74,203,Dubuque,USHL,1994-01-05,Riga,,LVA,12,18,2025-02-23T15:00:45.996829
Skjei,Brady,D,L,75,214,USA U-18,USHL,1994-03-26,Lakevill,MN,USA,18,19,2025-02-23T15:00:45.996829
Frk,Martin,RW,R,74,194,Halifax,QMJHL,1993-10-05,Pelhrimov,,CZE,25,20,2025-02-23T15:00:45.996829
Winther,Mike,C,L,72,191,Prince Albert,WHL,1994-01-09,Olds,AB,CAN,26,21,2025-02-23T15:00:45.996829
Di Giuseppe,Phillip,LW,L,72,197,U. of Michigan,CCHA,1993-10-09,Toronto,ON,CAN,28,22,2025-02-23T15:00:45.996829
Koekkoek,Slater,D,L,74,190,Peterborough,OHL,1994-02-18,Winchester,ON,CAN,17,23,2025-02-23T15:00:45.996829
Kosmachuk,Scott,RW,R,72,195,Guelph,OHL,1994-01-24,Richmond Hill,ON,CAN,23,24,2025-02-23T15:00:45.996829
Pearson,Tanner,LW,L,72,193,Barrie,OHL,1992-08-10,Kitchener,ON,CAN,22,25,2025-02-23T15:00:45.996829
Thrower,Dalton,D,R,72,198,Saskatoon,WHL,1993-12-20,Squamish,BC,CAN,30,26,2025-02-23T15:00:45.996829
Nieves,Cristoval,C,L,75,200,Kent School,HIGH-CT,1994-01-23,Syracuse,NY,USA,31,27,2025-02-23T15:00:45.996829
Laughton,Scott,C,L,73,189,Oshawa,OHL,1994-05-30,Oakville,ON,CAN,40,28,2025-02-23T15:00:45.996829
Kerdiles,Nicolas,LW,L,74,196,USA U-18,USHL,1994-01-11,Lewisville,TX,USA,27,29,2025-02-23T15:00:45.996829
Bertaggia,Alessio,LW,L,68,174,GENEVE,SWISS,1993-07-30,Lugano,,CHE,21,30,2025-02-23T15:00:45.996829
Matheson,Michael,D,L,74,178,Dubuque,USHL,1994-02-27,Pointe-Claire,QC,CAN,29,30,2025-02-23T15:00:45.996829
Sieloff,Patrick,D,L,73,210,USA U-18,USHL,1994-05-15,Ann Arbor,MI,USA,34,31,2025-02-23T15:00:45.996829
Zharkov,Daniil,LW,L,76,220,Belleville,OHL,1994-02-06,St. Petersburg,,RUS,19,32,2025-02-23T15:00:45.996829
Stephenson,Chandler,C/LW,L,71,190,Regina,WHL,1994-04-22,Saskatoon,SK,CAN,36,33,2025-02-23T15:00:45.996829
Schmaltz,Jordan,D,R,74,180,Green Bay,USHL,1993-10-08,Madison,WI,USA,35,34,2025-02-23T15:00:45.996829
Maidens,Jarrod,C/LW,L,73,178,Owen Sound,OHL,1994-03-04,Niagara Falls,ON,CAN,21,35,2025-02-23T15:00:45.996829
Kurker,Samuel,RW,R,74,209,St. John's Prep,HIGH-MA,1994-04-08,Boston,MA,USA,41,36,2025-02-23T15:00:45.996829
Smith,Gemel,C,L,70,171,Owen Sound,OHL,1994-04-16,Toronto,ON,CAN,20,37,2025-02-23T15:00:45.996829
Vail,Brady,C,L,72,198,Windsor,OHL,1994-03-11,Hendersonville,NC,USA,32,38,2025-02-23T15:00:45.996829
Sutter,Lukas,C,L,72,209,Red Deer,WHL,1993-10-04,St. Louis,MO,USA,86,39,2025-02-23T15:00:45.996829
Athanasiou,Andreas,C/LW,L,72,177,London,OHL,1994-08-06,London,ON,CAN,24,40,2025-02-23T15:00:45.996829
Bozon,Tim,LW,L,73,205,Kamloops,WHL,1994-03-24,St. Louis,MO,USA,39,42,2025-02-23T15:00:45.996829
Jankowski,Mark,C,L,74,168,Stanstead College,HIGH-QC,1994-09-13,Hamilton,ON,CAN,74,43,2025-02-23T15:00:45.996829
Carrick,Trevor,D,L,74,185,Mississauga St. Michael's,OHL,1994-07-04,Stouffville,ON,CAN,45,44,2025-02-23T15:00:45.996829
Fox,Dane,C,L,72,187,DRESDEN,GERMANY-2,1993-10-13,Chatham,ON,CAN,48,46,2025-02-23T15:00:45.996829
McCabe,Jake,D,L,72,203,U. of Wisconsin,WCHA,1993-10-12,Eau Claire,WI,USA,47,47,2025-02-23T15:00:45.996829
Hyka,Tomas,RW,R,72,185,Gatineau,QMJHL,1993-03-23,Mlada Boleslav,,CZE,48,47,2025-02-23T15:00:45.996829
Severson,Damon,D,R,74,199,Kelowna,WHL,1994-08-07,Brandon,MB,CAN,46,48,2025-02-23T15:00:45.996829
McGinn,Brock,LW,L,71,186,Guelph,OHL,1994-02-02,Fergus,ON,CAN,135,49,2025-02-23T15:00:45.996829
Baillargeon,Robert,C,R,72,164,Indiana,USHL,1993-11-26,Springfield,MA,USA,43,50,2025-02-23T15:00:45.996829
Deblouw,Matthew,C,L,72,179,Muskegon,USHL,1993-09-17,Chesterfield,MI,USA,37,51,2025-02-23T15:00:45.996829
Johnson,Ben,LW,L,72,191,Windsor,OHL,1994-06-07,Hancock,MI,USA,49,52,2025-02-23T15:00:45.996829
Stepan,Zachary,C,L,71,175,Shattuck-St. Mary's,HIGH-MN,1994-01-06,Hastings,MN,USA,44,53,2025-02-23T15:00:45.996829
Hart,Brian,RW,R,74,203,Phillips-Exeter,HIGH-NH,1993-11-25,Cumberland,ME,USA,60,54,2025-02-23T15:00:45.996829
Kulak,Brett,D,L,73,187,Vancouver,WHL,1994-01-06,Edmonton,AB,CAN,67,55,2025-02-23T15:00:45.996829
Beauvillier,Francis,LW,L,74,197,Rimouski,QMJHL,1993-10-22,Sorel-Tracy,QC,CAN,62,56,2025-02-23T15:00:45.996829
Anderson,Josh,RW,R,74,199,London,OHL,1994-05-07,Burlington,ON,CAN,161,57,2025-02-23T15:00:45.996829
Shore,Devin,C,L,73,185,Whitby,OJHL,1994-07-19,Ajax,ON,CAN,75,58,2025-02-23T15:00:45.996829
Marcantuoni,Matia,C/RW,R,72,198,Kitchener,OHL,1994-02-22,Woodbridge,ON,CAN,42,59,2025-02-23T15:00:45.996829
Gavrus,Artur,C,L,71,185,Owen Sound,OHL,1994-01-03,Ratichi,,BLR,56,60,2025-02-23T15:00:45.996829
Gordon,Coda,LW,L,73,190,Swift Current,WHL,1994-08-04,Calgary,AB,CAN,38,61,2025-02-23T15:00:45.996829
Lalancette,Christophe,LW,R,72,190,Acadie-Bathurst,QMJHL,1994-05-06,Roberval,QC,CAN,124,62,2025-02-23T15:00:45.996829
Melindy,James,D,R,74,188,Moncton,QMJHL,1993-12-11,Goulds,NL,CAN,93,63,2025-02-23T15:00:45.996829
Helgesen,Kenton,D,L,75,186,Calgary,WHL,1994-03-19,Grand Prarie,AB,CAN,,64,2025-02-23T15:00:45.996829
Troock,Branden,RW,R,75,215,Seattle,WHL,1994-03-20,Edmonton,AB,CAN,90,65,2025-02-23T15:00:45.996829
Richard,Tanner,C,L,72,191,Guelph,OHL,1993-04-06,Markham,ON,CAN,,65,2025-02-23T15:00:45.996829
Culkin,Ryan,D,L,74,201,Quebec,QMJHL,1993-12-15,Montreal,QC,CAN,89,66,2025-02-23T15:00:45.996829
Walters,Nicholas,D,L,74,203,Everett,WHL,1994-04-11,Edmonton,AB,CAN,68,67,2025-02-23T15:00:45.996829
Cooper,Brian,D,L,70,196,Fargo,USHL,1993-11-01,Anchorage,AK,USA,51,68,2025-02-23T15:00:45.996829
Calnan,Chris,RW,R,74,187,Nobles,HIGH-MA,1994-05-05,Boston,MA,USA,94,69,2025-02-23T15:00:45.996829
Iafrate,Max,D,R,73,218,,,1994-03-28,Baltimore,MD,USA,78,70,2025-02-23T15:00:45.996829
Blujus,Dylan,D,R,75,198,Brampton,OHL,1994-01-22,Buffalo,NY,USA,52,71,2025-02-23T15:00:45.996829
Moroz,Mitchell,LW,L,74,211,Edmonton,WHL,1994-05-03,Edmonton,AB,CAN,171,72,2025-02-23T15:00:45.996829
Khaira,Jujhar,LW,L,75,198,Prince George,BCHL,1994-08-13,Surrey,BC,CAN,80,74,2025-02-23T15:00:45.996829
Samuelsson,Henrik,C/RW,R,75,210,Edmonton,WHL,1994-02-07,Pittsburgh,PA,USA,33,75,2025-02-23T15:00:45.996829
O'Regan,Daniel,C,R,70,181,St. Sebastian's School,HIGH-MA,1994-01-30,Berlin,,DEU,112,76,2025-02-23T15:00:45.996829
Roy,Kevin,C,L,69,172,Lincoln,USHL,1993-05-20,Greenfield Park,QC,CAN,106,78,2025-02-23T15:00:45.996829
Tringale,Devin,LW,L,72,193,,,1993-09-21,Medford,MA,USA,98,79,2025-02-23T15:00:45.996829
Reid,Adam,LW,L,76,205,,,1993-01-29,Artesia,CA,USA,59,80,2025-02-23T15:00:45.996829
Shore,Quentin,C,R,73,189,U. of Denver,WCHA,1994-05-25,Denver,CO,USA,109,80,2025-02-23T15:00:45.996829
Di Pauli,Thomas,C,L,71,188,USA U-18,USHL,1994-04-29,Woodbridge,IL,USA,72,81,2025-02-23T15:00:45.996829
Wuthrich,Austin,RW,R,73,190,Notre Dame,CCHA,1993-08-11,Bakersfield,CA,USA,,81,2025-02-23T15:00:45.996829
Johnson,Adam,LW,L,72,174,,,1994-06-22,Hibbing,MN,USA,139,82,2025-02-23T15:00:45.996829
Black,Graham,C,L,72,184,Swift Current,WHL,1993-01-13,Regina,SK,CAN,53,83,2025-02-23T15:00:45.996829
Mermis,Dakota,D,L,71,190,TORONTO,AHL,1994-01-05,Alton,IL,USA,77,84,2025-02-23T15:00:45.996829
Hodges,Steven,C,L,72,177,Victoria,WHL,1994-05-05,Yellowknife,NT,CAN,55,85,2025-02-23T15:00:45.996829
Pavelka,Tomas,D,L,73,205,MOUNTFIELD HK,CZECHIA,1993-05-29,Ostrava,,CZE,68,86,2025-02-23T15:00:45.996829
Barber,Riley,RW,R,72,185,USA U-18,USHL,1994-02-07,Pittsburgh,PA,USA,141,86,2025-02-23T15:00:45.996829
Michaelson,AJ,C,L,72,191,,,1994-02-08,Burnsville,MN,USA,83,87,2025-02-23T15:00:45.996829
Vatrano,Frank,C,L,70,215,ANAHEIM,NHL,1994-03-14,Springfield,MA,USA,118,88,2025-02-23T15:00:45.996829
Brown,Travis,D,L,74,191,Moose Jaw,WHL,1994-03-15,Winnipeg,MB,CAN,79,89,2025-02-23T15:00:45.996829
Willcox,Reece,D,R,75,205,Merritt,BCHL,1994-03-20,Surrey,BC,CAN,114,90,2025-02-23T15:00:45.996829
Fejes,Huner,LW,L,73,190,Shattuck-St. Mary's,HIGH-MN,1994-05-31,Anchorage,AK,USA,111,91,2025-02-23T15:00:45.996829
Sautner,Ashton,D,L,72,186,MANITOBA,AHL,1994-05-27,Flin Flon,MB,CAN,91,92,2025-02-23T15:00:45.996829
Kea,Justin,C,L,76,215,Saginaw,OHL,1994-02-07,Port Perry,ON,CAN,,93,2025-02-23T15:00:45.996829
Hudon,Charles,LW,L,70,183,Chicoutimi,QMJHL,1994-06-23,Alma,QC,CAN,96,95,2025-02-23T15:00:45.996829
Ebert,Nick,D,R,72,205,Windsor,OHL,1994-05-11,Red Bank,NJ,USA,70,96,2025-02-23T15:00:45.996829
Beran,Matej,C,L,76,208,SLAVIA,CZECHIA-2,1993-11-11,Plzen,,CZE,59,97,2025-02-23T15:00:45.996829
Dejersey,Paul,RW,R,75,197,,,1992-07-25,Vancouver,,CAN,203,98,2025-02-23T15:00:45.996829
Somerby,Doyle,D,L,76,216,Kimball Union Academy,HIGH-NH,1994-07-04,Marblehead,MA,USA,127,99,2025-02-23T15:00:45.996829
Tot,Philip,RW,L,73,187,,,1993-09-16,Calgary,AB,CAN,,100,2025-02-23T15:00:45.996829
Gilmour,Adam,RW,R,75,187,Nobles,HIGH-MA,1994-01-29,Albany,NY,USA,145,101,2025-02-23T15:00:45.996829
Hanson,Joshua,D,R,75,207,,,1994-01-14,Anchorage,AK,USA,149,102,2025-02-23T15:00:45.996829
Gonye,Alexander,LW,L,73,175,,,1994-02-10,New York City,NY,USA,194,103,2025-02-23T15:00:45.996829
Seaman,Tyrel,C,L,74,210,Brandon,WHL,1994-01-06,Choiceland,SK,CAN,50,104,2025-02-23T15:00:45.996829
Montgomery,Jacob,LW,L,73,190,,,1994-06-08,Oakdale,MN,USA,189,105,2025-02-23T15:00:45.996829
Draeger,John,D,R,74,186,Shattuck-St. Mary's,HIGH-MN,1993-12-02,Edina,MN,USA,71,106,2025-02-23T15:00:45.996829
Auger,Justin,RW,R,78,230,Guelph,OHL,1994-05-14,Kitchener,ON,CAN,179,107,2025-02-23T15:00:45.996829
Beattie,Matthew,LW,R,75,173,Phillips-Exeter,HIGH-NH,1992-12-14,Morristown,NJ,USA,129,108,2025-02-23T15:00:45.996829
Ryan,Andrew,LW,L,74,203,,,1994-01-15,St. John's,NL,CAN,64,109,2025-02-23T15:00:45.996829
Brown,Connor,RW,R,71,170,Erie,OHL,1994-01-14,Toronto,ON,CAN,85,110,2025-02-23T15:00:45.996829
Kontos,Kristoff,C,L,74,213,,,1993-12-06,Markham,ON,CAN,99,111,2025-02-23T15:00:45.996829
Farley,Austin,LW,L,68,172,,,1993-11-10,Park Ridge,IL,USA,187,112,2025-02-23T15:00:45.996829
Wigle,Joel,RW,R,74,205,,,1994-02-14,Cambridge,ON,CAN,182,113,2025-02-23T15:00:45.996829
Leipsic,Brendan,LW,L,69,174,Portland,WHL,1994-05-19,Winnipeg,MB,CAN,,114,2025-02-23T15:00:45.996829
Hinostroza,Vincent,C,R,69,170,Waterloo,USHL,1994-04-03,Chicago,IL,USA,137,115,2025-02-23T15:00:45.996829
Blugers,Theodor,C,L,73,185,Shattuck-St. Mary's,HIGH-MN,1994-08-15,Riga,,LVA,69,116,2025-02-23T15:00:45.996829
Corbett,Cody,D,L,73,193,,,1993-12-14,Stillwater,MN,USA,92,117,2025-02-23T15:00:45.996829
Tierney,Chris,C,L,73,190,London,OHL,1994-07-01,Keswick,ON,CAN,63,118,2025-02-23T15:00:45.996829
Clarke,Michael,C,L,71,191,Windsor,OHL,1994-04-29,London,ON,CAN,66,119,2025-02-23T15:00:45.996829
Andrighetto,Sven,RW,L,70,187,Rouyn-Noranda,QMJHL,1993-03-21,Zurich,,CHE,92,119,2025-02-23T15:00:45.996829
Pelech,Adam,D,L,74,215,Erie,OHL,1994-08-16,Toronto,ON,CAN,54,120,2025-02-23T15:00:45.996829
Marchese,Chris,LW,L,72,198,,,1994-02-23,Vaughan,ON,CAN,97,121,2025-02-23T15:00:45.996829
Donnay,Troy,D,R,79,190,,,1994-02-18,Flint,MI,USA,115,122,2025-02-23T15:00:45.996829
Bourke,Troy,C,L,70,178,Prince George,WHL,1994-03-30,Edmonton,AB,CAN,107,123,2025-02-23T15:00:45.996829
Carrick,Connor,D,R,70,199,USA U-18,USHL,1994-04-13,Orland Park,IL,USA,157,124,2025-02-23T15:00:45.996829
Graham,Jesse,D,R,73,185,Niagara,OHL,1994-05-13,Oshawa,ON,CAN,119,125,2025-02-23T15:00:45.996829
Zulinick,Morgan,C,L,71,185,,,1994-06-29,Kamloops,BC,CAN,104,126,2025-02-23T15:00:45.996829
Martinook,Jordan,LW,L,72,202,Vancouver,WHL,1992-07-25,Brandon,MB,CAN,,128,2025-02-23T15:00:45.996829
Bussieres,Raphael,LW,L,73,195,Baie Comeau,QMJHL,1993-11-05,Longueuil,QC,CAN,57,129,2025-02-23T15:00:45.996829
Merchant,Will,LW,L,73,190,,,1994-01-12,Eagan,MN,USA,155,130,2025-02-23T15:00:45.996829
Leier,Taylor,LW,L,70,180,Portland,WHL,1994-02-15,Saskatoon,SK,CAN,117,131,2025-02-23T15:00:45.996829
Stevens,John,C,L,74,184,ABBOTSFORD,AHL,1994-04-17,Springfield,MA,USA,170,132,2025-02-23T15:00:45.996829
Iafallo,Alexander,C,L,72,176,WINNIPEG,NHL,1993-12-21,Buffalo,NY,USA,,133,2025-02-23T15:00:45.996829
Darcy,Cameron,C,R,72,192,Cape Breton,QMJHL,1994-03-02,South Boston,MA,USA,103,134,2025-02-23T15:00:45.996829
Rissling,Jaynen,D,L,76,207,Calgary,WHL,1993-09-21,Edmonton,AB,CAN,165,135,2025-02-23T15:00:45.996829
Fournier,Dillon,D,L,74,188,Rouyn-Noranda,QMJHL,1994-06-15,Montreal,QC,CAN,138,136,2025-02-23T15:00:45.996829
Zlobin,Anton,RW,R,72,198,Shawinigan,QMJHL,1993-02-22,Moscow,,RUS,128,137,2025-02-23T15:00:45.996829
MacEachern,Mackenzie,LW,L,75,180,Brother Rice H.S.,HIGH-MI,1994-03-09,Royal Oak,MI,USA,,138,2025-02-23T15:00:45.996829
Dotchin,Jake,D,R,75,222,Owen Sound,OHL,1994-03-24,Cambridge,ON,CAN,88,139,2025-02-23T15:00:45.996829
Hamonic,Justin,D,R,76,205,,,1994-02-14,Winnipeg,MB,CAN,,140,2025-02-23T15:00:45.996829
Kamayev,Denis,RW,L,70,183,,,1994-03-06,Izhevsk,,RUS,105,141,2025-02-23T15:00:45.996829
Nelson,Logan,C,R,74,187,Victoria,WHL,1993-09-09,Coon Rapids,MN,USA,110,141,2025-02-23T15:00:45.996829
Murphy,Wade,RW,R,71,194,Penticton,BCHL,1993-10-22,Victoria,BC,CAN,204,142,2025-02-23T15:00:45.996829
Collier,Brendan,LW,L,69,168,Malden Catholic H.S.,HIGH-MA,1993-10-08,Charlestown,MA,USA,131,143,2025-02-23T15:00:45.996829
McKee,Michael,D,L,76,245,Lincoln,USHL,1993-08-17,Newmarket,ON,CAN,113,144,2025-02-23T15:00:45.996829
Wade,Justin,D,R,74,210,,,1994-04-13,Bryn Mawr,PA,USA,166,144,2025-02-23T15:00:45.996829
Duane,Kevin,RW,R,77,210,,,1994-01-16,Norwalk,CT,USA,123,145,2025-02-23T15:00:45.996829
Manno,Joseph,C,R,72,185,,,1992-12-23,Montreal,QC,CAN,,145,2025-02-23T15:00:45.996829
Payne,Cody,RW,R,74,210,Plymouth,OHL,1994-01-14,Weston,FL,USA,200,146,2025-02-23T15:00:45.996829
Bischoff,Jake,D,L,72,182,Grand Rapids,HIGH-MN,1994-07-25,Cambridge,MN,USA,132,147,2025-02-23T15:00:45.996829
Gostisbehere,Shayne,D,L,71,160,Union College,ECAC,1993-04-20,Pembroke Pines,FL,USA,,148,2025-02-23T15:00:45.996829
